"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","leaf_habit","mycorrhizal_reference"
"1138","Diospyros curranii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1139","Diospyros dendo","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1140","Diospyros dichroa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1143","Diospyros embryopteris","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1144","Diospyros eriantha","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1145","Diospyros hainanensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1146","Diospyros hasseltii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1147","Diospyros hispida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1148","Diospyros howii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1149","Diospyros hoyleana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1150","Diospyros inflata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1152","Diospyros kaki","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1154","Diospyros kirkii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1155","Diospyros lotus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1156","Diospyros lycioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1157","Diospyros maingayi","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1158","Diospyros melanoxylon","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1159","Diospyros mespiliformis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1161","Diospyros morrisiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1162","Diospyros natalensis","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1163","Diospyros nicaraguensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1165","Diospyros nutans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1167","Diospyros quiloensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1170","Diospyros subrotata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1171","Diospyros tetrasperma","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1172","Diospyros texana","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1174","Diospyros virginiana","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1175","Diospyros whyteana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1177","Diploon cuspidatum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1178","Diplorhynchus condylocarpon","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1180","Diplospora malaccensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1181","Diplotropis purpurea","tropical","AM",1,"angiosperm","evergreen","10.1139/b97-080"
"1182","Dipterocarpus acutangulus","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1183","Dipterocarpus alatus","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1185","Dipterocarpus sublamellatus","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1187","Dipteryx odorata","tropical","AM",0,"angiosperm","evergreen","10.1590/1809-43921980101229 "
"1188","Dirca occidentalis","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1189","Dirca palustris","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1192","Dittrichia viscosa","temperate","AM",0,"angiosperm","evergreen","10.1007/s00572-005-0033-6 2006"
"1193","Dodecastigma integrifolium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1194","Dodonaea triquetra","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1195","Dodonaea viscosa","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1198","Dombeya mukole","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1199","Dombeya rotundifolia","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1200","Doryphora aromatica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1202","Dracontomelon macrocarpum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1203","Drimys granadensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1204","Drimys piperita","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1205","Drimys winteri","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1206","Dryas integrifolia","boreal","ECM",1,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1207","Dryas octopetala","boreal","ECM",1,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1208","Drypetes amazonica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1211","Drypetes lateriflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1212","Drypetes natalensis","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1213","Drypetes standleyi","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1214","Drypetes variabilis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1215","Duabanga grandiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1216","Dubautia ciliolata","tropical","AM",0,"angiosperm","evergreen","10.2307/2444630"
"1217","Dubautia scabra","tropical","AM",0,"angiosperm","evergreen","10.1007/s00572-005-0033-6 2006"
"1218","Duguetia cadaverica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1219","Duguetia calycina","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1221","Duguetia cortaten","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1222","Duguetia echinophora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1223","Duguetia furfuracea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1224","Duguetia hadrantha","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1225","Duguetia lucida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1226","Duguetia quitarensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1227","Duguetia spixiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1228","Duguetia surinamensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1229","Dulacia candida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1232","Duroia eriopila","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1233","Duroia fusifera","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1234","Duroia hirsuta","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1235","Duroia macrophylla","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1236","Dysoxylum excelsum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1237","Dysoxylum gotadhora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1238","Dysoxylum papuanum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1239","Dysoxylum spectabile","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1241","Ecclinusa guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1242","Ecclinusa lanceolata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1243","Ecclinusa ramiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1244","Ekebergia capensis","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1245","Elaeagnus angustifolia","temperate","AM",1,"angiosperm","deciduous","10.1111/nph.15440"
"1249","Elaeagnus multiflora","temperate","AM",1,"angiosperm","deciduous","10.1111/nph.15440"
"1250","Elaeagnus oxycarpa","temperate","AM",1,"angiosperm","deciduous","10.1111/nph.15440"
"1251","Elaeagnus pungens","temperate","AM",1,"angiosperm","evergreen","10.1111/nph.15440"
"1253","Elaeagnus umbellata","temperate","AM",1,"angiosperm","deciduous","10.1111/nph.15440"
"1256","Elaeocarpus angustifolius","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1257","Elaeocarpus decipiens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1258","Elaeocarpus dubius","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1259","Elaeocarpus glabripetalus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1260","Elaeocarpus grandis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1261","Elaeocarpus hookerianus","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1262","Elaeocarpus japonicus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1263","Elaeocarpus largiflorens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1265","Elaeocarpus rugosus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1267","Elaeocarpus sylvestris","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1268","Elaeocarpus varunua","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1269","Elaeoluma glabrescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1271","Elateriospermum tapos","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1276","Embothrium coccineum","temperate","AM",0,"angiosperm","evergreen","10.1016/j.funeco.2016.05.012"
"1281","Engelhardia spicata","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1282","Englerophytum natalense","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1283","Enterolobium cyclocarpum","tropical","AM",1,"angiosperm","deciduous","10.1111/nph.12221"
"1284","Eperua falcata","tropical","AM",0,"angiosperm","evergreen","10.1139/b97-080"
"1285","Eperua grandiflora","tropical","AM",0,"angiosperm","evergreen","10.1139/b97-080"
"1286","Eperua leucantha","tropical","ECM",0,"angiosperm","evergreen","Khasa D, Piche Y & Coughlan AP. 2009. Advances in Mycorrhizal Science and Technology. NRC Research Press."
"1287","Eperua purpurea","tropical","ECM",0,"angiosperm","evergreen","Khasa D, Piche Y & Coughlan AP. 2009. Advances in Mycorrhizal Science and Technology. NRC Research Press."
"1288","Ephedra distachya","temperate","AM",0,"gymnosperm","evergreen","10.1890/11-1749.1"
"1291","Eremophila deserti","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1292","Eremophila glabra","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1293","Eremophila longifolia","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1294","Eremophila mitchelli","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1296","Eriobotrya japonica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12842"
"1297","Eriodictyon californicum","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1300","Eriostemon australasius","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1302","Eriotheca pubescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1303","Erisma bicolor","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1304","Erisma blancoa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1305","Erisma floribundum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1306","Erisma uncinatum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1307","Erythrina fusca","tropical","AM",1,"angiosperm","deciduous","10.1111/nph.12221"
"1308","Erythrina poeppigiana","tropical","AM",1,"angiosperm","deciduous","10.1111/nph.12221"
"1309","Erythrina variegata","tropical","AM",1,"angiosperm","deciduous","10.1111/nph.12221"
"1310","Erythrophleum africanum","tropical","AM",1,"angiosperm","evergreen","10.2307/2261560"
"1311","Erythrophleum chlorostachys","tropical","AM",1,"angiosperm","evergreen","10.1093/treephys/18.6.403"
"1312","Erythroxylum citrifolium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1313","Erythroxylum cumanense","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1314","Erythroxylum daphnites","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1317","Erythroxylum macrophyllum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1318","Erythroxylum orinocense","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1319","Erythroxylum squamatum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1320","Erythroxylum suberosum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1321","Escallonia myrtilloides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1322","Eschweilera andina","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1323","Eschweilera bracteosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1324","Eschweilera chartacea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1326","Eschweilera congestiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1327","Eschweilera coriacea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1328","Eschweilera decolorans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1329","Eschweilera giga","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1331","Eschweilera gigantea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1332","Eschweilera grandiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1333","Eschweilera juruensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1334","Eschweilera micrantha","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1336","Eschweilera odora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1337","Eschweilera ovalifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1338","Eschweilera parviflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1339","Eschweilera pedicellata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1340","Eschweilera romeu-cardosoi","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1341","Eschweilera rufifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1342","Eschweilera sagotiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1343","Eschweilera simiorum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1344","Eschweilera wachenheimii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1346","Eucalyptus accedens","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1348","Eucalyptus baxteri","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1350","Eucalyptus bleeseri","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1353","Eucalyptus brevifolia","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1357","Eucalyptus clavigera","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1358","Eucalyptus clelandii","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1362","Eucalyptus coolabah","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1369","Eucalyptus dumosa","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1371","Eucalyptus fibrosa","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1372","Eucalyptus foecunda","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1375","Eucalyptus globulus","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1376","Eucalyptus grandis","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1378","Eucalyptus haemastoma","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1379","Eucalyptus incrassata","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1380","Eucalyptus intertexta","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1385","Eucalyptus miniata","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1388","Eucalyptus nitens","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1389","Eucalyptus obliqua","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1391","Eucalyptus paniculata","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1392","Eucalyptus papuana","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1394","Eucalyptus populnea","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1395","Eucalyptus porrecta","tropical","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"1396","Eucalyptus pruinosa","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1399","Eucalyptus regnans","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1401","Eucalyptus salmonophloia","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1402","Eucalyptus salubris","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1403","Eucalyptus sclerophylla","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1406","Eucalyptus socialis","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1407","Eucalyptus tectifica","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1409","Eucalyptus terminalis","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1410","Eucalyptus tetrodonta","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1411","Eucalyptus transcontinentalis","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1412","Eucalyptus umbra","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1413","Eucalyptus urophylla","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"1416","Euclea divinorum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1417","Euclea natalensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1418","Euclea racemosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1419","Euclea undulata","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1420","Eucryphia cordifolia","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1421","Eucryphia lucida","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1423","Eugenia egensis","tropical","AM",0,"angiosperm","evergreen","10.1590/1809-43921980101229 "
"1424","Eugenia monticola","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"1425","Eugenia pseudopsidium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"1427","Euonymus alatus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1428","Euonymus americanus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1429","Euonymus bungeanus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1431","Euonymus europaeus","boreal","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1433","Euonymus hamiltonianus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1435","Euonymus myrianthus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1436","Euonymus oxyphyllus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1438","Euonymus verrucosus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"1443","Euphorbia margalidiana","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"1444","Euphorbia tirucalli","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
